text,ts_cnt,bank_id,del_flg,text_id,func_code,lchg_time,module_id,rcre_time,text_type,lchg_user_id,rcre_user_id,entity_cre_flg,updated_at
COTTON YARNTOTAL QTY: 22680TOTAL AMT: INR 4649400H.S CODE: 5205.13.10,0,1,N,DC1812381,,2018-07-29T16:36:42,DOCCR,2018-05-20T17:46:22,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812381,,2018-07-29T16:36:42,DOCCR,2018-05-20T17:46:22,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
COTTON CARDEDTOTAL QTY: 11793.60 KGSTOTAL AMT: INR 2535624.00H.S CODE: 5205.13.90,0,1,N,DC1812658,,2018-08-14T15:14:00.000000,DOCCR,2018-06-27T16:08:10,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812658,,2018-08-14T15:14:00.000000,DOCCR,2018-06-27T16:08:10,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 22680.00 KGSTOTAL AMT: INR 4808160.00HS CODE: 5205.13.10,0,1,N,DC1812714,,2018-08-22T14:58:58,DOCCR,2018-07-04T16:25:54,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812714,,2018-08-22T14:58:58,DOCCR,2018-07-04T16:25:54,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 12000.00 KGSTOTAL AMT: INR 2496000.00HS CODE: 5206.44.00,0,1,N,DC1812752,,2018-08-22T15:06:35,DOCCR,2018-07-16T15:26:57,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812752,,2018-08-22T15:06:35,DOCCR,2018-07-16T15:26:57,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
POLYSTER YARNTOTAL QTY: 11975.04 KGSTOTAL AMT: INR 1736380.80H.S CODE: 55092100,0,1,N,DC1812818,,2018-08-26T18:05:05,DOCCR,2018-07-31T17:44:05,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT ISGHT,0,1,N,DC1812818,,2018-08-26T18:05:05,DOCCR,2018-07-31T17:44:05,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4811788.88H.S CODE: 52051310,0,1,N,DC1812783,,2018-08-31T16:17:44,DOCCR,2018-07-26T15:48:53,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LA AT SIGHT,0,1,N,DC1812783,,2018-08-31T16:17:44,DOCCR,2018-07-26T15:48:53,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 22680 KGSTOTAL AMT: INR 4433940H.S. CODE: 52051310,0,1,N,DC1812201,,2018-08-31T16:17:57,DOCCR,2018-04-18T14:36:59,G,SA0371,MB2873,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812201,,2018-08-31T16:17:57,DOCCR,2018-04-18T14:36:59,E,SA0371,MB2873,Y,2024-08-07 06:57:06.300
"COTTON YARNTOTAL QTY: 11500 KGSTOTAL AMT: INR 2,587,000.00H.S CODE: 5206.23.10",0,1,N,DC1812966,,2018-09-21T17:17:44,DOCCR,2018-08-16T17:03:48,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT ISGHT,0,1,N,DC1812966,,2018-09-21T17:17:44,DOCCR,2018-08-16T17:03:48,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
"COTTON YARNTOTAL QTY: 8000 KGSTOTAL AMT: INR 1,856,000.00H.S. CODE: 52051310",0,1,N,DC1812565,,2018-09-27T10:55:20,DOCCR,2018-06-13T16:28:42,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC1812565,,2018-09-27T10:55:20,DOCCR,2018-06-13T16:28:42,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
"RADIO ACCESS NETWORK,TRANSMISSION NETWORK-MICROWAVE ETCTOTAL QTY: 1354 NOSTOTAL AMT: USD 2052229.48HS CODE: 8517.61.00, 9403.10.00, 8523.80.00, 8529.10.00, 8517.69.",0,1,N,DC167215,,2018-10-09T16:57:57,DOCCR,2016-02-29T17:37:37,G,SA0371,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167215,,2018-10-09T16:57:57,DOCCR,2016-02-29T17:37:37,E,SA0371,SM0457,Y,2024-08-07 06:57:06.300
POLYSTERTOTAL QTY: 12377.16 KGSTOTAL AMT: INR 1794688.20H.S CODE: 5509.21.00,0,1,N,DC1813241,,2018-10-26T16:49:24,DOCCR,2018-09-28T16:11:13,G,SA0371,UK2996,Y,2024-08-07 06:57:06.300
LC AT ISGHT,0,1,N,DC1813241,,2018-10-26T16:49:24,DOCCR,2018-09-28T16:11:13,E,SA0371,UK2996,Y,2024-08-07 06:57:06.300
"COTTON YARNTOTAL QTY: 22680 KGSTOTAL AMT: INR 4,774,140.00H.S CODE: 5205.13.10",1,1,N,DC1812889,U,2018-11-19T11:42:09,DOCCR,2018-08-06T18:18:43,G,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
LC AT ISGHT,1,1,N,DC1812889,U,2018-11-19T11:42:09,DOCCR,2018-08-06T18:18:43,E,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
SUPPLY DELIVERY INSTALLATION AND COMMISSIONING OF 4.8 MGSM/UMTS LNES FOR KATHMANDU VALLEY AND WER,1,1,N,DC155333,U,2018-11-26T12:05:03,DOCCR,2015-01-05T18:41:34,G,ABHISHEKS,ABHISHEKS,Y,2024-08-07 06:57:06.300
COTTON CARDED POLYESTER YARN`TOTAL QTY:12020.40KGS`TOTAL AMOUNT:INR 2482235.28`HS CODE NO:5205.13.30`,2,1,N,DC1813579,U,2018-12-19T18:13:37,DOCCR,2018-11-22T17:23:05,G,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
100% COTTON YARNTOTAL QTY:23587.20 KGTOTAL AMT : INR 4811788.88HS CODE : 5205.13.10,2,1,N,DC1813113,U,2018-12-23T15:19:26,DOCCR,2018-09-09T16:26:04,G,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
USANCE 30 FROM LR,2,1,N,DC1813113,U,2018-12-23T15:19:26,DOCCR,2018-09-09T16:26:04,E,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
COTTON CARDED YARN`TOTAL QTY:12000KGS`TOTAL AMOUNT:INR 2292000`H.S CODE:5205.13.10`,2,1,N,DC1813740,U,2018-12-26T16:37:13,DOCCR,2018-12-18T16:31:18,G,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
COTTON CARDED YARN`TOTAL QTY:12000KGS`TOTAL AMOUNT:INR2172000`H.S. CODE:5205.12.10`,3,1,N,DC1813581,U,2019-01-07T14:13:23,DOCCR,2018-11-22T17:44:35,G,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
POLYESTER MELANGE`TOTAL QTY:12000`TOTAL AMOUNT:INR1806000`H.S CODE:55092100`,2,1,N,DC1813784,M,2019-02-05T13:53:41,DOCCR,2018-12-25T15:38:40,G,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
LC 30 DAYS FROM LR DATE,2,1,N,DC1813766,M,2019-02-10T19:48:37,DOCCR,2018-12-23T16:52:10,E,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
52/48 COTTON POLYESTER JASPEY YARN`TOTAL QTY:12000KGS`TOTAL AMOUNT:INR2428500`H.S CODE:5209.62.00`,2,1,N,DC1813766,M,2019-02-10T19:48:37,DOCCR,2018-12-23T16:52:10,G,ABHISHEKS,UK2996,Y,2024-08-07 06:57:06.300
LC 30 DAYS FROM LR DATE,3,1,N,DC1813757,U,2019-03-12T15:12:16,DOCCR,2018-12-20T17:09:18,E,CD0122,AP1846,Y,2024-08-07 06:57:06.300
52/48 COTTON POLYESTER JASPEY YARN`TOTAL QTY:12000KGS`TOTAL AMOUNT:INR2376000`H.S CODE:5209.62.00`,3,1,N,DC1813757,U,2019-03-12T15:12:16,DOCCR,2018-12-20T17:09:18,G,CD0122,AP1846,Y,2024-08-07 06:57:06.300
INDUSTRIAL MACHINERY WITH ACCESSORIESTOTAL QTY: 1 NOSTOTAL AMT: INR 3450000HS CODE: 6402.12.00,2,1,N,DC1811640,M,2019-03-25T16:22:41,DOCCR,2018-01-26T10:50:03,G,SA0371,AM1764,Y,2024-08-07 06:57:06.300
LC AT SIGHT,2,1,N,DC1811640,M,2019-03-25T16:22:41,DOCCR,2018-01-26T10:50:03,E,SA0371,AM1764,Y,2024-08-07 06:57:06.300
90 DAYS FROM LR DATE,2,1,N,DC1914489,U,2019-06-14T15:42:29,DOCCR,2019-06-03T14:39:27,E,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
100% POLYESTER TEXTURISED YARN`TOTAL QTY:4500`TOTAL AMOUNT:INR 531000`H.S CODE:6402.33.00`,2,1,N,DC1914489,U,2019-06-14T15:42:29,DOCCR,2019-06-03T14:39:27,G,ABHISHEKS,AP1846,Y,2024-08-07 06:57:06.300
90 DAYS FROM LR DATE,8,1,N,DC1914744,U,2019-11-03T16:24:50,DOCCR,2019-08-02T16:07:34,E,RM0486,BA3830,Y,2024-08-07 06:57:06.300
PV DYED SUITING`TOTAL QTY:150000 MTRS`TOTAL AMOUNT:INR 21600000`H.S CODE:5515.11.30`,8,1,N,DC1914744,U,2019-11-03T16:24:50,DOCCR,2019-08-02T16:07:34,G,RM0486,BA3830,Y,2024-08-07 06:57:06.300
"BM 500 XL MACHINE AND BATCHING PLANT WITH ACCESSORIESQTY: 1 UNITAMT: INR 90,000,000HS CODE: 8474.31.10",3,1,N,DC167246,M,2020-02-25T18:49:47,DOCCR,2016-03-03T13:07:52,G,RM0486,RG1310,Y,2024-08-07 06:57:06.300
730 DAYS FROM COMMISSIONING OF PLANT,3,1,N,DC167246,M,2020-02-25T18:49:47,DOCCR,2016-03-03T13:07:52,E,RM0486,RG1310,Y,2024-08-07 06:57:06.300
"SIM CARDSQTY: 3600,000 PCSAMOUNT : USD 835600.00HS CODE L 8523.52.90",5,1,N,DC1711476,U,2021-02-25T15:32:20,DOCCR,2017-12-24T18:14:50,G,RM0486,RS1759,Y,2024-08-07 06:57:06.300
LC AT SIGHT,5,1,N,DC1711476,U,2021-02-25T15:32:20,DOCCR,2017-12-24T18:14:50,E,RM0486,RS1759,Y,2024-08-07 06:57:06.300
SUPPLY DELIVERY INSTALLATION`SUPERVISION COMMISSIONING AND `TECHNICAL SUPPORT AND WARRANTY `LEVEL SERVICES TIME BILLING AND `CUSTOMER SUPPORT`,4,1,N,DC2015760,U,2021-09-20T16:28:19,DOCCR,2020-10-09T16:54:07,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,6,1,N,DC1914179,A,2022-12-13T13:54:32,DOCCR,2019-03-18T11:18:22,E,CD0122,UK2996,Y,2024-08-07 06:57:06.300
AT SIGHT,6,1,N,DC1914178,A,2022-12-13T13:55:44,DOCCR,2019-03-18T11:07:07,E,CD0122,UK2996,Y,2024-08-07 06:57:06.300
TOWER AND ACCESSORIES`QTY:140 PCS`AMT:USD 2673760.10`,6,1,N,DC1914178,A,2022-12-13T13:55:44,DOCCR,2019-03-18T11:07:07,G,CD0122,UK2996,Y,2024-08-07 06:57:06.300
SUPPLY DELIVERY OF LAPTOP COMPUTERS,6,1,N,DC2015905,M,2023-09-04T13:30:54,DOCCR,2020-11-29T14:44:30,G,ABHISHEKS,ABHISHEKS,Y,2024-08-07 06:57:06.300
